text,label
"งานเสริมออนไลน์ รายได้วันละ 300 บาท โอนค่าสมัคร 99 บาท เริ่มงานทันที",scam
"งานเสริมออนไลน์ รายได้วันละ 1500 บาท โอนค่าสมัคร 19 บาท เริ่มงานทันที",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"พบการเข้าสู่ระบบผิดปกติใน เว็บไซต์ โปรดกรอก OTP ที่ s.id/verify100753 ทันที",phishing
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"งานเสริมออนไลน์ รายได้วันละ 1200 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 499 บาท แล้วเริ่มงานได้ทันที",scam
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 13:00 น.",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 08:30 น. ห้องประชุม A",legitimate
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc104866 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin103584 ภายในวันนี้",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure103652 ก่อนถูกระงับ",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin100991 ภายในวันนี้",phishing
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ rebrand.ly/secure101971 ก่อนถูกระงับ",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc104885 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 19 บาท",scam
"บัญชี ออมสิน ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน cutt.ly/auth102364 ภายใน 24 ชม.",phishing
"แจ้งเตือนจาก KBank: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก tinyurl.com/k104226",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน tinyurl.com/ekyc101717 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ แพ็กเกจมือถือ สมัครวันนี้รับส่วนลดทันที",spam
"ลงทุนวันนี้ รับผลตอบแทน 20% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"แจ้งเตือนต่ออายุแพ็กเกจ แพ็กเกจมือถือ ภายใน 7 วัน",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 10/06/2026 เวลา 08:30 น.",legitimate
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"โปรโมชันแรง iPhone 16 ลดสูงสุด 40% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"Flash Sale ทองคำ 1 บาท จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พัสดุจาก J&T ตกค้าง ชำระค่าธรรมเนียม 99 บาทที่ tinyurl.com/pay100935",scam
"งานเสริมออนไลน์ รายได้วันละ 1200 บาท โอนค่าสมัคร 49 บาท เริ่มงานทันที",scam
"แจ้งเตือนจาก ออมสิน: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก s.id/k101956",phishing
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม E",legitimate
"คอร์สออนไลน์ใหม่ ลดราคา 30% สำหรับ 100 คนแรก",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 199 บาท แล้วเริ่มงานได้ทันที",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 500 บาท",spam
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc100840 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ แพ็กเกจมือถือ สมัครวันนี้รับส่วนลดทันที",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"ร้านของเราจัดดีลพิเศษสำหรับ อินเทอร์เน็ต สมัครวันนี้รับส่วนลดทันที",spam
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ rebrand.ly/verify102477 ทันที",phishing
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 499 บาท แล้วเริ่มงานได้ทันที",scam
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"Flash Sale iPhone 16 จำนวนจำกัด รีบสั่งก่อนหมด",spam
"โปรโมชันแรง โบนัสเงินสด ลดสูงสุด 10% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ระบบจะปิดปรับปรุงวันที่ 12/05/2026 เวลา 19:00 - 17:00 น.",legitimate
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 50,000 บาท กรุณาโอนค่าดำเนินการ 499 บาทก่อน",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 80,000 บาท กรุณาโอนค่าดำเนินการ 299 บาทก่อน",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin103182 ภายในวันนี้",phishing
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth100632 ภายใน 24 ชม.",phishing
"Flash Sale iPhone 16 จำนวนจำกัด รีบสั่งก่อนหมด",spam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ cutt.ly/pay101387",scam
"บัญชี ttb ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth103528 ภายใน 4 ชม.",phishing
"บัญชี Krungthai ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน bit.ly/auth104696 ภายใน 48 ชม.",phishing
"Flash Sale โบนัสเงินสด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 15:30 น.",legitimate
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"โปรโมชันแรง แพ็กเกจท่องเที่ยว ลดสูงสุด 20% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ cutt.ly/verify100388 ทันที",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 50,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ร้านของเราจัดดีลพิเศษสำหรับ ค่าน้ำไฟ สมัครวันนี้รับส่วนลดทันที",spam
"พัสดุจาก J&T ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ shorturl.at/pay100205",scam
"สมาชิกใหม่รับเครดิตฟรี 1500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน s.id/pin102381 ภายในวันนี้",phishing
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure104075 ก่อนถูกระงับ",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 50,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พบการเข้าสู่ระบบผิดปกติใน เว็บไซต์ โปรดกรอก OTP ที่ shorturl.at/verify101157 ทันที",phishing
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ rebrand.ly/verify101030 ทันที",phishing
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก s.id/k100662",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 40% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"คุณได้รับสิทธิ์เงินช่วยเหลือ 50,000 บาท กรุณาโอนค่าดำเนินการ 299 บาทก่อน",scam
"งานเสริมออนไลน์ รายได้วันละ 100 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"คำสั่งซื้อเลขที่ TH10231 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 13:00 - 21:00 น.",legitimate
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบจะปิดปรับปรุงวันที่ 02/06/2026 เวลา 08:30 - 21:00 น.",legitimate
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 49 บาท แล้วเริ่มงานได้ทันที",scam
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"งานเสริมออนไลน์ รายได้วันละ 1500 บาท โอนค่าสมัคร 19 บาท เริ่มงานทันที",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 100 บาท เมื่อ 12/05/2026",legitimate
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 02/06/2026",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"บัญชี ttb ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth102376 ภายใน 2 ชม.",phishing
"ลงทุนวันนี้ รับผลตอบแทน 10% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"พบการเข้าสู่ระบบผิดปกติใน LINE โปรดกรอก OTP ที่ shorturl.at/verify104371 ทันที",phishing
"เรียนลูกค้า SCB กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ bit.ly/kyc101915 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 20 นาที บัญชีจะถูกล็อก tinyurl.com/k103449",phishing
"Flash Sale แพ็กเกจท่องเที่ยว จำนวนจำกัด รีบสั่งก่อนหมด",spam
"โปรโมชันแรง แพ็กเกจท่องเที่ยว ลดสูงสุด 10% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 08:30 น. ห้องประชุม E",legitimate
"คอร์สออนไลน์ใหม่ ลดราคา 10% สำหรับ 100 คนแรก",spam
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 08:30 - 17:00 น.",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ สมาชิกฟิตเนส สมัครวันนี้รับส่วนลดทันที",spam
"เรียนลูกค้า ttb กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ shorturl.at/kyc101203 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ลงทุนวันนี้ รับผลตอบแทน 20% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"โปรโมชันแรง ทองคำ 1 บาท ลดสูงสุด 10% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ rebrand.ly/secure100492 ก่อนถูกระงับ",phishing
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ s.id/secure103568 ก่อนถูกระงับ",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 500 บาท",spam
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 99 บาท แล้วเริ่มงานได้ทันที",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 02/06/2026",legitimate
"โปรโมชันแรง เครื่องใช้ไฟฟ้า ลดสูงสุด 50% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม D",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม A",legitimate
"สมาชิกใหม่รับเครดิตฟรี 1200 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"พัสดุจาก ไปรษณีย์ไทย ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ bit.ly/pay101901",scam
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth102815 ภายใน 4 ชม.",phishing
"ลงทุนวันนี้ รับผลตอบแทน 20% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 50,000 บาท กรุณาโอนค่าดำเนินการ 499 บาทก่อน",scam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม B",legitimate
"ระบบจะปิดปรับปรุงวันที่ 25/05/2026 เวลา 10:30 - 14:30 น.",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ อินเทอร์เน็ต ภายใน 7 วัน",legitimate
"คุณได้รับสิทธิ์เงินช่วยเหลือ 120,000 บาท กรุณาโอนค่าดำเนินการ 19 บาทก่อน",scam
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 19:00 - 11:00 น.",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 30,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 30,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin104419 ภายในวันนี้",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 800 บาท เมื่อ 12/05/2026",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ บัตรเครดิต ภายใน 7 วัน",legitimate
"คอร์สออนไลน์ใหม่ ลดราคา 20% สำหรับ 100 คนแรก",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 200,000 บาท กรุณาโอนค่าดำเนินการ 19 บาทก่อน",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin100076 ภายในวันนี้",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 12/05/2026",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ บัตรเครดิต ภายใน 7 วัน",legitimate
"ระบบจะปิดปรับปรุงวันที่ 25/05/2026 เวลา 08:30 - 14:30 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 25/05/2026 เวลา 10:30 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 12/05/2026 เวลา 19:00 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 10:30 น.",legitimate
"ระบบจะปิดปรับปรุงวันที่ 12/05/2026 เวลา 19:00 - 11:00 น.",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin102009 ภายในวันนี้",phishing
"ใบเสร็จค่าบริการ สมาชิกฟิตเนส ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน bit.ly/auth101475 ภายใน 24 ชม.",phishing
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 199 บาทที่ s.id/pay101860",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 12/05/2026",legitimate
"Flash Sale iPhone 16 จำนวนจำกัด รีบสั่งก่อนหมด",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 30,000 บาท กรุณาโอนค่าดำเนินการ 499 บาทก่อน",scam
"แจ้งเตือนต่ออายุแพ็กเกจ บัตรเครดิต ภายใน 7 วัน",legitimate
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน bit.ly/auth101724 ภายใน 2 ชม.",phishing
"โปรโมชันแรง ทองคำ 1 บาท ลดสูงสุด 70% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"ลงทุนวันนี้ รับผลตอบแทน 70% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"โปรโมชันแรง แพ็กเกจท่องเที่ยว ลดสูงสุด 70% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"สมาชิกใหม่รับเครดิตฟรี 500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 15:30 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 12/05/2026 เวลา 08:30 น.",legitimate
"คุณได้รับสิทธิ์เงินช่วยเหลือ 200,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก bit.ly/k100943",phishing
"พัสดุจาก J&T ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ rebrand.ly/pay100086",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ rebrand.ly/secure104421 ก่อนถูกระงับ",phishing
"ระบบจะปิดปรับปรุงวันที่ 12/05/2026 เวลา 09:00 - 21:00 น.",legitimate
"ยืนยันตัวตน e-KYC ด่วนผ่าน s.id/ekyc100326 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ใบเสร็จค่าบริการ สมาชิกฟิตเนส ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"บัญชี ttb ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน shorturl.at/auth101230 ภายใน 48 ชม.",phishing
"บัญชี ออมสิน ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth101282 ภายใน 2 ชม.",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม B",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 40% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 19 บาท แล้วเริ่มงานได้ทันที",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 30,000 บาท กรุณาโอนค่าดำเนินการ 299 บาทก่อน",scam
"สมาชิกใหม่รับเครดิตฟรี 100 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ cutt.ly/secure101261 ก่อนถูกระงับ",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม B",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ลงทุนวันนี้ รับผลตอบแทน 50% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 299 บาทที่ tinyurl.com/pay101375",scam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 49 บาทที่ cutt.ly/pay102754",scam
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน shorturl.at/auth103346 ภายใน 12 ชม.",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ bit.ly/secure104053 ก่อนถูกระงับ",phishing
"แจ้งเตือนจาก KBank: หากไม่ยืนยันข้อมูลส่วนตัวใน 45 นาที บัญชีจะถูกล็อก s.id/k101933",phishing
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน bit.ly/auth102309 ภายใน 12 ชม.",phishing
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 49 บาท แล้วเริ่มงานได้ทันที",scam
"ลงทุนวันนี้ รับผลตอบแทน 30% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 15:30 น.",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"ระบบจะปิดปรับปรุงวันที่ 12/05/2026 เวลา 15:30 - 12:00 น.",legitimate
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 08:30 น.",legitimate
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม A",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ bit.ly/pay100735",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin101209 ภายในวันนี้",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"คอร์สออนไลน์ใหม่ ลดราคา 30% สำหรับ 100 คนแรก",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 19:00 น.",legitimate
"ใบเสร็จค่าบริการ สมาชิกฟิตเนส ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน rebrand.ly/auth100673 ภายใน 24 ชม.",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน bit.ly/pin104114 ภายในวันนี้",phishing
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"Flash Sale แพ็กเกจท่องเที่ยว จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ร้านของเราจัดดีลพิเศษสำหรับ บัตรเครดิต สมัครวันนี้รับส่วนลดทันที",spam
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"พบการเข้าสู่ระบบผิดปกติใน Mobile Banking โปรดกรอก OTP ที่ cutt.ly/verify100940 ทันที",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc102634 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 19:00 น. ห้องประชุม A",legitimate
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 299 บาทที่ s.id/pay103831",scam
"แจ้งเตือนต่ออายุแพ็กเกจ ประกัน ภายใน 7 วัน",legitimate
"คุณได้รับสิทธิ์เงินช่วยเหลือ 120,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
